NURA_ID,Canonical SMILES,AGO_PR,ANT_PR,BIN_PR,AGO_PXR,ANT_PXR,BIN_PXR,AGO_RXR,ANT_RXR,BIN_RXR,AGO_GR,ANT_GR,BIN_GR,AGO_AR,ANT_AR,BIN_AR,AGO_ERA,ANT_ERA,BIN_ERA,AGO_ERB,ANT_ERB,BIN_ERB,AGO_FXR,ANT_FXR,BIN_FXR,AGO_PPARD,ANT_PPARD,BIN_PPARD,AGO_PPARG,ANT_PPARG,BIN_PPARG,AGO_PPARA,ANT_PPARA,BIN_PPARA,SOURCES
NURA_00074,Brc1cc(Oc2cc(Br)c(c(c2Br)Br)Br)c(c(c1Br)Br)Br,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00075,Brc1cc(c(c(c1O)Br)C)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1C)Br)O,inact.,n.a.,inact.,n.a.,n.a.,n.a.,w.act.,n.a.,w.act.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00076,Brc1cc(c(c2c1C(=O)c1ccccc1C2=O)N)S(=O)(=O)O,inact.,inact.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00077,Brc1cc(c2c(n1)c(C)c1c(c2)C(C)CC(N1)(C)C)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00078,Brc1cc(ccc1O)C(C(C(=O)Nc1nccs1)(C)C)c1ccccc1,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00079,Brc1cc(ccc1O)C(C(C(=O)Nc1scnn1)(C)C)c1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00080,Brc1cc2CCOc2c(c1)C(CC(C(F)(F)F)(Cc1cc2c([nH]1)cccc2)O)(C)C,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_00081,Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,w.act.,inc.,inact.,act.,inc.,inact.,w.act.,inc.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00082,Brc1cc2ccccc2c2c1cccc2,inact.,w.act.,inc.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00083,Brc1ccc(c(c1)Br)Br,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00084,Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,inact.,inc.,inc.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,w.act.,inact.,inc.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00085,Brc1ccc(c(c1)Br)Oc1ccc(cc1Br)Br,inact.,act.,inc.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00086,Brc1ccc(c(c1)C(=O)O)NC(=O)c1cccc(c1)S(=O)(=O)N1CCc2c(C1)cccc2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,act.,n.a.,n.a.,act.,NR-DBIND
NURA_00087,Brc1ccc(c(c1)F)C(=O)NCCS(=O)(=O)c1ccc(cn1)C(F)(F)F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,n.a.,w.act.,n.a.,n.a.,w.act.,"ChEMBL, NR-DBIND"
NURA_00088,Brc1ccc(c(c1)F)Cn1c(=O)c2ccc(cc2n(c1=O)CC(=O)O)Cl,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,n.a.,n.a.,n.a.,Tox21
NURA_00089,Brc1ccc(c(c1)NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)Nc1cccc(c1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_00090,Brc1ccc(c(c1)NC(=O)c1cccc(c1)S(=O)(=O)N1CCc2c(C1)cccc2)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,act.,n.a.,n.a.,act.,NR-DBIND
NURA_00091,Brc1ccc(cc1)Br,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00092,Brc1ccc(cc1)C(=O)CC(C1CCCCC1)Nc1ccc(cc1)[N+](=O)[O-],n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_00093,Brc1ccc(cc1)C(=O)CC(c1ccc(cc1)C(F)(F)F)Nc1ccc(cc1)[N+](=O)[O-],n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_00094,Brc1ccc(cc1)C(=O)Nc1ccccc1C(=O)Nc1cccc(c1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_00095,Brc1ccc(cc1)C(=O)Oc1cccc2c1cccc2O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_00096,Brc1ccc(cc1)C1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)Cl,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00097,Brc1ccc(cc1)C1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00098,Brc1ccc(cc1)C1c2ccc(cc2CCN1C(=O)C(F)(F)F)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00099,Brc1ccc(cc1)C=C1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00100,Brc1ccc(cc1)NC(=O)c1cc(Br)cc(c1O)Br,inact.,n.a.,inact.,inc.,n.a.,inc.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00101,Brc1ccc(cc1)NC(=O)c1sc(c(c1)Br)Br,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00102,Brc1ccc(cc1)NS(=O)(=O)c1cccc(c1)Cl,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_00103,Brc1ccc(cc1)OC(=O)N1CCN2CCC1CC2,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00104,Brc1ccc(cc1)OCc1cccc(c1)C(=O)Nn1ncc(c1)[N+](=O)[O-],n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,ChEMBL
NURA_00105,Brc1ccc(cc1)Oc1ccc(cc1)Br,inact.,inact.,inact.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00106,Brc1ccc(cc1)Oc1ccccc1,inact.,inact.,inact.,w.act.,n.a.,w.act.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00107,Brc1ccc(cc1)c1ccc(cc1)C(CC(c1c(=O)oc2c(c1O)cccc2)c1ccccc1)O,inact.,w.act.,inc.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,w.act.,inc.,inact.,n.a.,inact.,inact.,act.,inc.,act.,inact.,inc.,n.a.,n.a.,n.a.,Tox21
NURA_00108,Brc1ccc(cc1)c1ccc(cc1)C1Cc2ccccc2C(C1)c1c(=O)sc2c(c1O)cccc2,inact.,n.a.,inact.,w.act.,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,inact.,n.a.,inact.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tox21
NURA_00109,Brc1ccc(cc1)c1ccccc1,inact.,inact.,inact.,inact.,n.a.,inact.,inact.,n.a.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,inact.,n.a.,n.a.,n.a.,Tox21
NURA_00110,Brc1ccc(cc1)c1oc(c(n1)CCOc1ccc(cc1)OC(C(=O)O)(C)C)C,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,act.,n.a.,act.,NR-DBIND
NURA_00111,Brc1ccc(cc1)c1onc(n1)c1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,ChEMBL
NURA_00112,Brc1ccc(cc1)n1ncc2c1ccc(c2)C(C(C(=O)Nc1nncs1)(C)C)c1ccccc1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"ChEMBL, NR-DBIND"
NURA_00113,Brc1ccc(cn1)C1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C,act.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00114,Brc1ccc(s1)S(=O)(=O)N1CCCCC(=N1)c1ccc(c(c1)Cl)Cl,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00115,Brc1ccc(s1)c1ccc2c(c1)C(=CC(N2)(C)C)C,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00116,Brc1ccc2c(c1)C(C)c1c2cc2c(c1)NC(C=C2C)(C)C,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00117,Brc1ccc2c(c1)C(Cc1ccccc1)c1c2cc2c(c1)NC(C=C2C)(C)C,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00118,Brc1ccc2c(c1)C(O)c1c2cc2c(c1)NC(C=C2C)(C)C,n.a.,act.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,NR-DBIND
NURA_00119,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1c(Cl)cccc1Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00120,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cc(Cl)ccc1Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00121,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccc(cc1)Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00122,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccc(c1C)Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00123,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccc(c1Cl)Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00124,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccc(c1F)Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00125,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1Br)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00126,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1C(F)(F)F)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00127,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1C)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00128,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1Cl)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00129,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1F)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00130,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1ccccc1S(=O)(=O)C)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00131,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccs1)C(=O)N2Cc1ccc(cc1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00132,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccs1)C(=O)N2Cc1ccc(cc1)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,w.act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00133,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccs1)C(=O)N2Cc1ccc(cc1)c1nnn[nH]1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
NURA_00134,Brc1ccc2c(c1)C1(CCN(CC1)S(=O)(=O)c1cccs1)C(=O)N2Cc1cccc(c1)C(=O)O,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,act.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"BindingDB, NR-DBIND"
